Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Year
Spinny,2015.0,Haryana,Technology And Software,Used car retailing platform,"Niraj Singh, Mohit Gupta, Ramanshu Mahuar",Tiger Global,43700000.0,Series B,2020
goStops,2012.0,Delhi,Real Estate And Housing,A premium chain of youth hostels catering to the millennials,"Pallavi Agarwal, Pankaj Parwanda",Atraxn Partners.,4000000.0,Fresh Funding,2020
Umeed Housing,2012.0,Haryana,Finance,Housing finance company,Ashutosh Sharma,Morgan Stanley Private Equity Asia,23000000.0,Series D,2020
Vogo,2016.0,Bangalore,Transport,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,Kajal Ilmi,Lightstone Aspada,20000000.0,Series C,2020
Flick Stree,2016.0,Mumbai,Technology And Software,Artificial intelligence-based video publishing network,Saurabh Singh,Samsung Venture Investment,3000000.0,Series A,2020
Qure ai,2016.0,Mumbai,Healthcare And Health Technology,Provides interpretations of radiology scans,"Prashant Warier, Pooja Rao",Sequoia India,16000000.0,Series D1,2020
MinionLabs,2016.0,Bangalore,Technology And Software,It leverages a Machine Learning-based approach to generate a comprehensive report on predictive analytics,Gokul Shrinivas,Indian Angel Network,4000000.0,Series D,2020
Josh Talks,2015.0,Haryana,Media And Entertainment,Community of young individuals providing a platform to showcase their stories,"Supriya Paul, Shobhit Banga",Media Development Investment Fund,1500000.0,Seed Round,2020
PhoneParLoan,2015.0,Delhi,Finance,Provides easy loans,Ringaile Noq,Accelerator MOX,4000000.0,Venture - Series Unknown,2020
RailYatri,2011.0,Noida,Transport,A complete Indian railways app,"Manish Rathi, Kapil Raizada, Sachin Saxena",Titan Capital,13800000.0,Bridge,2020
AjnaLens,2014.0,Thane,Technology And Software,"It leverages technologies such as AR, VR & AI to offer hardware in areas such as education and defence","Pankaj Raut, Abhishek Tomar, Abhijit Patil","Maharashtra Defence, Aerospace Venture Fund (MDAVF)",1500000.0,Seed Round,2020
Pepper,2017.0,Mumbai,Marketing And Advertising,End to end content creation platform,Anirudh Singla and Rishabh Shekhar,"Kunal Bahl, Rohit Bansal",306900.0,Series H,2020
Rupeek,2015.0,Bangalore,Finance,An asset backed online lending platform,"Amar Prabhu, Ashwin Soni, Sumit Maniyar","GGV Capital, Bertelsmann India Investments, Binny Bansal, Sequoia India, Accel Partners",30000000.0,Series E,2020
iMerit,2012.0,Kolkata,Technology And Software,Turns information into data that is usable for machine learning processes,Radha Basu,CDC Group Plc,20000000.0,Series B,2020
BharatPe,2018.0,Delhi,Finance,Digital payments platform,Ashneer Grover,Ribbit Capital,75000000.0,Series C,2020
Near Store,2017.0,Mumbai,E-Commerce And Retail,Enables a shop to create an online presence,Utham Gowda,Sauce.vc,300000.0,Seed Round,2020
ElecTorq,2017.0,Delhi,Transport,Electric vehicle startup,Anubhav Sharma,AdvantEdge,4000000.0,Venture - Series Unknown,2020
Prayaan Capital,2017.0,Chennai,Finance,"NBFC that lends to micro, small, and medium-sized enterprises (MSMEs)","Madhan Mohan , Akash Chelvam",Accion Venture Lab,1200000.0,Seed Round,2020
Sanfe,2017.0,Delhi,Healthcare And Health Technology,Women health care and wellness product,"Archit Agarwal, Harry Sehrawat","SucSEED Venture Partners, BIRAC, Elixir Pharma, Titan Capital",1100000.0,Series C,2020
Go Desi,2018.0,Delhi,Consumer Goods And Services,Provides traditional delicacies,Vinay Kothari,Rukam Capital,627300.0,Seed Round,2020
Swiggy,2014.0,Bangalore,Consumer Goods And Services,Platform to order food online from restaurants and getting it delievered,Kshama Fernandes,Prosus N.V,113000000.0,Series A,2020
Whatfix,2014.0,Bangalore,Technology And Software,"Digital adoption platform that helps companies provide intuitive onboarding, training and support","Khadim Batti, Vara Kumar",Sequoia Capital India,32000000.0,Series C,2020
Unacademy,2010.0,Bangalore,Education And Learning,Platform that offers online education in India,"Gaurav Munjal, Roman Saini, Hemesh Singh","Facebook, General Atlantic, Sequoia India, Nexus Venture Partners, Steadview Capital, Blume Ventures",110000000.0,Series E,2020
Zvesta,2015.0,Gurugram,Technology And Software,An online platform where users can search and buy properties listed by developers and brokers,"Rajan Dang, Anushree Srivastava",Hindustan Media Ventures,5500000.0,Seed,2020
Dunzo,2014.0,Bangalore,Transport,India-based hyperlocal delivery startup,Kabeer Biswas,Alteria Capital,11000000.0,Series B,2020
Digit Insurance,2014.0,Bangalore,Finance,General Insurance Company,Kamesh Goyal,"Virat Kohli, Anushka Sharma",340000.0,Series C,2020
Yolo,2019.0,Gurugram,Transport,Intercity transportation,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed,600000.0,Series B,2020
MaxWholesale,2016.0,Delhi,E-Commerce And Retail,B2B ecommerce platform for kirana stores,Samarth Agrawal,"IAN Fund-I,  Al Falaj Investment Company (AFI)",3000000.0,Series A,2020
Genius Corner,2014.0,Noida,Education And Learning,Framework to enable personalised learning using artificial intelligence (AI) and machine learning (ML).,"Vishal Khatter, Dheeraj Khatter, Dipak Varshney","Mahesh Mohta, Jyoti Arora, Nachu Subramanian, Srivats",250000.0,Bridge,2020
PlanetSpark,2016.0,Gurugram,Education And Learning,Provides neighbourhood learning zones where children learn and develop 'new-age' skills under one roof,"Maneesh Dhooper, Kunal Malik","Indian Angel Network, Lead Angels, Hyderabad Angels",448500.0,Series C,2020
CamCom,2017.0,Bangalore,Technology And Software,AI automation platform for enterprise quality control,"Ajith Nayar, Umesh, Mahesh Subramanian","Triton Investment Advisors,",4000000.0,Series B+,2020
Simsim,2017.0,Bangalore,E-Commerce And Retail,It enables community opinion influencers to sell products to thousands of micro-communities in India,Amit Bagaria,"Accel Partners, Shunwei Capital, Good Capital",8000000.0,Series B,2020
Shuttl,2015.0,Delhi,Transport,App based bus aggregator serice,"Amit Singh, Deepanshu Malviya",SIG Global India Fund,7975700.0,Series C,2020
HooLiv,2015.0,Delhi,Real Estate And Housing,Student Co-living startup,"Chinmoy Mishra, Gaurav Vij, and Abhishek Verma",Kolte-Patil Family Office,4000000.0,Series H,2020
ClassMonitor,2015.0,Indore,Education And Learning,The learning platform that blends curriculum-based activities for children,"Vijeet Pandey, Vikas Rishishwar",Ashwin Khorana,4000000.0,Series B,2020
Friyey,2015.0,Pune,Social Networking,Co working space startup,Yogesh Thore,Tarun Bhalla,4000000.0,Series A+,2020
Oga,2015.0,Bangalore,Technology And Software,Provides interactive fitness experience to people across the world,Ashish Rawat,Inflection Point Ventures,330000.0,Seed Funding,2020
Big Basket,2015.0,Bangalore,Consumer Goods And Services,Online grocery store,"Abhinay Choudhari, Hari Menon, Vipul Parekh, VS Sudhakar",Trifecta Capital,3500000.0,Series G,2020
CYFIRMA,2015.0,Bangalore,Technology And Software,Offer cybersecurity services,Ritesh Kumar,Z3 Partners,4000000.0,Series A,2020
Innoviti,2015.0,Bangalore,Not Filled,Digital payments solutions company,Rajeev Agrawal,FMO,5000000.0,Private Equity,2020
Paytm money,2010.0,Bangalore,Finance,Wealth Management,Vijay Shekhar Sharma,One97 Communications,5600000.0,Series F,2020
Vedantu,2010.0,Bangalore,Education And Learning,Onine learning platform,"Vineet Khanna, Varun Sadana, Aman Tekriwal",GGV Capital,24000000.0,Series C,2020
Yap,2010.0,Chennai,Finance,Banking and payment products-focused API platform,Sahil Barua,"Amrish Rau, Kunal Shah, Jitendra Gupta",1402000.0,Series D1,2020
Clover,2010.0,Bangalore,Agriculture And Technology,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,"Avinash BR, Gururaj Rao, Arvind Murali, Santhosh Narasipura","Omnivore, Accel Partners, Mayfield",5500000.0,Series A,2020
CodingNinjas,2016.0,Delhi,Education And Learning,Online learning platform,"Singla, Kannu Mittal, Dhawal Parate",Info Edge Ltd,5200000.0,Series A,2020
Furlenco,2011.0,Bangalore,E-Commerce And Retail,Furniture rental startup,Ajith Mohan Karimpana,Chowdry Associates,2200000.0,Series C,2020
Brick&Bolt,2018.0,Bangalore,Not Filled,Operates in the residential construction space,"Jayesh Rajpurohit, Arpit Rajpurohit",Surge,1500000.0,Series H,2020
MoEngage,2019.0,Bangalore,Marketing And Advertising,Customer analytics and cross-channel engagement platform,"Raviteja Dodda, Yashwanth Kumar",Eight Roads Ventures,25000000.0,Series C,2020
PetPooja,2011.0,Ahmedabad,Technology And Software,Restaurant management software provider,Apurv Patel,Udaan,2000000.0,Early Seed,2020
Pepperfry,2013.0,Mumbai,Technology And Software,Online home furniture marketplace,"Ambareesh Murty, Ashish Shah",Pidilite Industries,40000000.0,Series F,2020
FirstCry,2010.0,Pune,Technology And Software,Baby products marketplace,"Supam Maheshwari, Amitava Saha",Softbank’s Vision Fund,296000000.0,Series E,2020
Waycool,2015.0,Chennai,Agriculture And Technology,Food development and distribution services,Karthick Jayraman and Sanjay Dasari,LightBox Ventures,32000000.0,Series C,2020
Qyuki,2015.0,Mumbai,Media And Entertainment,Multi-channel broadcast network,"AR Rahman, Shekhar Kapur",Info Edge Venture Fund,3500000.0,Series H,2020
Leap India,2015.0,Coimbatore,Agriculture And Technology,Agricultural warehousing and logistics company,Narain Karthikeyan.,Neev Fund,30000000.0,Series B,2020
Picxy,2015.0,Hyderabad,Media And Entertainment,Stock photo industry,Jitendra Emmani,SucSEED Indovation Fund,250000.0,Series C,2020
Krimanshi,2015.0,Jodhpur,Agriculture And Technology,Sustainable system to feed animals by valorizing food residues and surplus into highly nutritious feeds,Nikhil Bohra,Arunachal Pradesh Social Entrepreneurship Meet,20000.0,Private Equity,2020
NEETprep,2015.0,Delhi,Education And Learning,Provides crash course for NEET preparation,Kapil Gupta,IndiaQuotient,4000000.0,Fresh Funding,2020
Dot Pvt. Ltd,2015.0,Gurugram,Finance,It provides digital transformation and commerce solutions to brick and mortar outlets,Shailaz Nag,"PayU, Fosun RZ Capital",8000000.0,Seed Round,2020
Kuku FM,2015.0,Mumbai,Media And Entertainment,A podcast platform,"Lal Chand Bisu, Vikas Goyal, Vinod Kumar Meena",Vertex Ventures,5500000.0,Series A,2020
SuperMoney,2018.0,Mumbai,Finance,Provides financial tools for effective business making,Nikhil Banerjee,Unitus Ventures.,1000000.0,Bridge,2020
AlphaVector,2015.0,Bangalore,Technology And Software,It sells modern age bicycles named FROG,Sachin Chopra,"Avaana Capital, Titan Capital",4000000.0,Early Seed,2020
Fox Capital,2019.0,Jaipur,Finance,Digital lending startup,Rakesh Sharma,Institutional Investors,2500000.0,Seed Round,2020
Tribe Theory,2019.0,Bangalore,Real Estate And Housing,An entrepreneur-focused hostel chain present in multiple locations across the world.,Katie Russel and Daniel Wiegand,Tim Draper,3500000.0,Series E,2020
Embibe,2019.0,Mumbai,Education And Learning,It provides AI-based data analytics to personalise learning outcomes,Aditi Avasthi,Reliance Industries Limited (RIL),12618300.0,Series G,2020
Entri,2017.0,Kochi,Education And Learning,It is a app that provides different types of learning content in local languages,"Mohammed Hisamuddin, Rahul Ramesh",Good Capital,1400000.0,Seed Round,2020
Seal Professional,2012.0,Bangalore,Education And Learning,Trains students in managemnt and leadership skills and also helps in placement,Bhavish Aggarwal,Equanimity Ventures,4000000.0,Pre-Seed,2020
Sprinng Foods,2012.0,Mumbai,Consumer Goods And Services,Provides Gluten-free food,Tarun Khanna,"Mistletoe, Info Edge Asia",4000000.0,Bridge,2020
1MG,2015.0,Gurugram,Healthcare And Health Technology,Online pharmacy,"Prashant Tandon, Gaurav Agarwal, Vikas Chauhan",Bill & Melinda Gates Foundation,9900000.0,Seed Round,2020
Aagey,2015.0,Bangalore,Finance,Provides financial assistance to MSMEs,Akaash Shankar,"JITO Angel Network, Ketan Kothari, Girish Jain, Sunil Singhvi, Vinay Jain",4000000.0,Private Equity,2020
Doubtnut,2017.0,Gurugram,Education And Learning,Multi-lingual digital solutions platform for students,"Tanushri Nagori, Aditya Shankar",Tencent,15000000.0,Series A,2020
AdonMo,2017.0,Bangalore,Marketing And Advertising,It is an online and outdoor advertising company,"Sandeep Bommireddi, Sravanth Gajula",Kalaari Capital,3000000.0,Seed Round,2020
BharatPe,2018.0,Delhi,Finance,Digital payments platform,Ashneer Grover,Coatue Management,100000000.0,Seed Round,2020
Kisan Network,2015.0,Gurugram,Agriculture And Technology,Integrated supply chain for farmers to sell their produce directly to buyers,"Aditya Agarwalla, Sanjay Agarwalla",Atsushi Taira,3000000.0,Seed Round,2020
Vogo,2016.0,Bangalore,Transport,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,Kshama Fernandes,Lightstone Aspada,35000000.0,Series C,2020
Yolo,2019.0,Gurugram,Transport,Intercity transportation startup,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed,600000.0,Seed Round,2020
Unotech,2011.0,Mumbai,Technology And Software,It develops fully-customisable open source software,Vikash Jha,Manish Choksi,2000000.0,Private Equity,2020
Zetwerk,2018.0,Bangalore,Technology And Software,B2B marketplace that connects manufacturing companies for industrial equipements,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari",InnoVen capital,2200000.0,Series C,2020
CureSkin,2017.0,Bangalore,Healthcare And Health Technology,Provides a treatment solution for skincare and hair fall issues with an artificial intelligence-enabled solution,"Guna Kakulapati, Rama Rajanna, Charu Sharma",SenseAI Ventures,500000.0,Series B+,2020
WizKlub,2018.0,Bangalore,Education And Learning,Helps students solve problems at complex level,Amit Bansal,Incubate Fund India,982530.0,Seed Funding,2020
Interviewbit,2014.0,Pune,Education And Learning,Platform that provides coding and interview preparation course by industry professionals from tech companies,Abhimanyu Saxena,"Tiger Global Management, Sequoia Capital India, Singapore’s Economic Development Board (EBD)",200000000.0,Series A,2020
Uniplatform Tech,2015.0,Delhi,Technology And Software,Runs real estate SaaS platform MultiplyMyLeads.com.,Kunal Shah,"Frontline Strategy Finds, SucSEED Venture Partners LLP",4000000.0,Series E,2020
INdwealth,2015.0,Gurugram,Finance,An Artificial Intelligence and Machine learning based wealth management platform,Ashish Kashyap,"Tiger Global, Steadview Capital, DF International Private Partners",12000000.0,Series C,2020
Bizongo,2015.0,Mumbai,Technology And Software,A B2B marketplace for packaging materials,"Sachin Agarwal, Aniket Deb, Ankit Tomar",Schroder Adveq,30000000.0,Series C,2020
AppsFlyer,2011.0,Bangalore,Technology And Software,Mobile marketing analytics and attribution platform,"Oren Kaniel, Reshef Mann",General Atlantic,210000000.0,Series D,2020
Digit Insurance,2011.0,Bangalore,Finance,General Insurance Company,Kamesh Goyal,"A91 Partners, Faering Capital, TVS Capital",84000000.0,Early Seed,2020
Livspace,2014.0,Bangalore,Real Estate And Housing,It offers end-to-end home design experience for homeowners and home designers,"Anuj Srivastava, Ramakant Sharma, Shagufta Anurag","Tahoe Investment Group, Mercer Investment",60000000.0,Series D,2020
GetVantage,2014.0,Mumbai,Finance,Revenue based finance provider,Bhavik Vasa,"Samyakth Capital, Venture Catalysts",4000000.0,Seed Round,2020
Konfinity,2018.0,Noida,Education And Learning,Provides online coding courses,"Navratn Singh, Kamal Pandey",Angel investors,4000000.0,Series D1,2020
Pine Labs,2018.0,Noida,Finance,Retail payment and hardware company,"Lokvir Kapoor, Rajul Garg, Tarun Upaday",Mastercard,4000000.0,Series F,2020
Instoried,2018.0,Delhi,Technology And Software,Augmented writing platform which improves customer interest and engagement.,Sharmin Ali,"SOSV, Chinaccelerator",4000000.0,Series C,2020
Nupay,2018.0,Haryana,Finance,"Integrated platform for Receivables and Payables automation, Electronic Invoicing, Reconciliations and Bank payouts","Neeraj Singh, Alok Arora",Venture Catalysts,4000000.0,Series D,2020
Samosa Singh,2016.0,Bangalore,Consumer Goods And Services,Offers hygienic Indian Snacks,"Shikhar Veer Singh, Nidhi Singh",She Capital,2700000.0,Series A,2020
Crysta,2018.0,Delhi,Healthcare And Health Technology,Offers diagnostic and screening services with regular counselling and clinical data management,Saurabh Saxena,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli",1403400.0,Series G,2020
Eupheus Learning,2017.0,New Delhi,Education And Learning,"Provides technology-led, subscription-based learning solutions to schools","Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Yuj Ventures,4300000.0,Series A,2020
Bounce,2014.0,Bangalore,Transport,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Vineet Khanna, Varun Sadana, Aman Tekriwal","Accel Partners, B Capital",105000000.0,Series D,2020
Goodmylk,2017.0,Bangalore,Technology And Software,Provides Vegan dairy products,Abhay Rangan,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest",400000.0,Seed Round,2020
Tea Trunk,2013.0,Goa,Consumer Goods And Services,Global premium tea brand,"Snigdha Manchanda, Vikas Kumar, Aishwarya Malhi",Angel investors,220000.0,Series B,2020
Zoomcar,2013.0,Bangalore,Transport,A car rental service platform,"Greg Moran, David Back",Sony Innovation Fund,30000000.0,Series D,2020
Mera Cashier,2019.0,Noida,Finance,App meant for small and micro businessmen to manage their transactions digitally,"Suneel Kumar, Sucharita Reddy, Gaurav Tomar, Akhilesh Nigam,","Amit Singal, Manish Aggarwal",250000.0,Seed Round,2020
Zimyo,2018.0,Gurugram,Human Resources And Consultancy,Automates everyday HR processes with integrated solutions,"Kumar Mayank, Ajay Kadyan",Yatra Angel Network (YAN),4000000.0,Fresh Funding,2020
Sabse Sasta Dukaan,2016.0,Kolkata,Technology And Software,Online pharmacy dealing in medicines,"Sai Srinivas Kiran G, Shubham Malhotra",Angel investors,4000000.0,Series D,2020
Fitphilia,2016.0,Mumbai,Healthcare And Health Technology,Provides IoT-enabled treadmill,Nirav Patil,Angel investors,4000000.0,Series H,2020
Medicus,2016.0,Mumbai,Healthcare And Health Technology,AI-based platform that explains and interprets blood tests and medical reports,"Bhavesh Shah, Manav Shah",Angel investors,12700.0,Venture - Series Unknown,2020
Monech,2016.0,Mumbai,Finance,Automated platform which will help users to take their financial decisions,"Byju Raveendran, Divya Gokulnath",Angel investors,12700.0,Seed Round,2020
Dealberg,2016.0,Bangalore,E-Commerce And Retail,Deals in office supplies,Abhishek Emmanuel,Undisclosed,4000000.0,Seed Round,2020
Extra Edge,2010.0,Pune,Education And Learning,Admission Marketing Automation software for the education industry,Kavita Dhillon,"Sprout Venture Partners, Indian Angel Network",700000.0,Seed Funding,2020
Capital Quotient,2016.0,Bangalore,Finance,Investment advisor,Sousthav Chakrabarty,Undisclosed,600000.0,Series I,2020
Karfa,2016.0,Delhi,E-Commerce And Retail,It sells products crafted by artisans,Kartikeya Goel,Undisclosed,25000.0,Seed Round,2020
Bounce,2014.0,Bangalore,Transport,Offers a variety of bikes and scooters that can be rented on a subscription basis,Kshama Fernandes,"Accel Partners, B Capital",97500000.0,Series D,2020
Zinier,2015.0,Bangalore,Technology Solutions For Industry,Provides intelligent field service automation,Arka Dhar,ICONIQ Capital,90000000.0,Series C,2020
ProEves,2016.0,Delhi,Technology And Software,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers","Divya Agarwal, Ketika Kapoor",1Crowd,507000.0,Seed Round,2020
Toddle,2016.0,Bangalore,Not Filled,Collaboration and productivity platform for teachers across the world,"Deepanshu Arora, Parita Parekh",Matrix Partners India,4000000.0,Series D1,2020
Capital Float,2013.0,Bangalore,Finance,Digital lending,"Gaurav Hinduja, Sashank Rishyasringa","Sequoia Capital, Ribbit Capital, Amazon, Saif Partners",15000000.0,Series F,2020
Ninjacart,2015.0,Bangalore,Agriculture And Technology,Online grocery delivery platform,"Thirukumaran Nagarajan, Sharath Loganathan, Sachin Jose, Kartheeswaran KK, Vasudevan Chinnathambi","Flipkart India, Singapore-based GEC3",10000000.0,Series C,2020
Wysh,2019.0,Hyderabad,Media And Entertainment,Celebrity engagement and wishing platform,"Aman Gupta, Sameer Mehta",Kalaari Capital,2000000.0,Series A,2020
Keito,2016.0,Pune,Technology And Software,Enterprise productivity startup,Amal PS,Suma Soft Pvt Ltd,160000.0,Seed Round,2020
Aadhar,2017.0,Mumbai,E-Commerce And Retail,Ayurveda wellness and lifestyle consumer brand,Saurabh Saxena,"Sprout Venture Partners, JITO Angel Network, LetsVenture",4000000.0,Seed Round,2020
IncubateHub,2017.0,Bangalore,Technology And Software,Provides platform for Corporates to connect establish brand presence among innovation community,Rajiv Mukherjee,Venture Catalysts,4000000.0,Private Equity,2020
Rage Coffee,2017.0,Delhi,Technology And Software,Provides effective Instant Coffee Infused with Natural Brain Vitamins & Plant Based Cognitive Enhancers,Bharat Sethi,Refex Capital,4000000.0,Seed,2020
Skilancer,2017.0,Noida,Technology And Software,Solar module cleaning system [MCS] providers,Neeraj Kumar,Venture Catalysts,4000000.0,Series C,2020
Harappa Education,2017.0,New Delhi,Education And Learning,Provides online courses on foundational skills,Pramath Raj Sinha,James Murdoch-led Lupa Systems,4000000.0,Seed Round,2020
Axio Biosolutions,2017.0,Bangalore,Education And Learning,Medical device manufacturer,Leo Mavely,Omidyar Network India,5200000.0,Series B,2020
PayMart,2015.0,Chandigarh,Finance,Provides cardless cash withdrawals through small merchants shops,Amit Narang,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network",4000000.0,Series B+,2020
FabAlley,2012.0,Noida,E-Commerce And Retail,Online fashion store,"Tanvi Malik, Shivani Poddar.",Trifecta Capital,1100000.0,Venture - Series Unknown,2020
Generico,2011.0,Mumbai,Technology And Software,Generic medicine focussed retail chain,Siddharth Gadia,Alteria Capital,1400000.0,Seed,2020
HighRadius,2016.0,Hyderabad,Technology And Software,"An AI-based platform, to automate accounts receivables and treasury processes.",Sashi Narahari,ICONIQ Capital,125000000.0,Series B,2020
Chai Kings,2016.0,Chennai,Consumer Goods And Services,It offers a range of tea in various flavour,"Jahabar Sadique, Balaji Sadagopan",The Chennai Angels (TCA),1000000.0,Series G,2020
Rivigo,2014.0,Gurugram,Transport,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies","Deepak Garg, Gazal Kalra",Trifecta Capital,3400000.0,Series F,2020
BuildPan,2019.0,Indore,Technology And Software,"It helps developers to test, integrate and deploy apps","Sonal Khandelwal, Vaibhav Tiwari","HNIs in India, Japan, and the US",4000000.0,Seed Round,2020
Super Surfaces,2008.0,Hyderabad,Technology And Software,A design solution based company,Kumar Varma,Vishnu Reddy,500000.0,Series A,2020
Quicko,2008.0,Ahmedabad,Finance,Online tax planning and filing platform,Vishvajit Sonagara,"Zerodha fintech fund, Rainmatter",280000.0,Private Equity,2020
Satin Creditcare,2008.0,Gurgaon,Finance,A micro finance company,Nirmit Parikh,Austrian Bank,15000000.0,Private Equity,2020
FarmERP,2001.0,Pune,Agriculture And Technology,Smart agriculture management ERP software platform,"Santosh Shinde, Sanjay Borkar",TechnoGen,4000000.0,Series A,2020
GoMechanic,2016.0,Delhi,Transport,Find automobile repair and maintenance service providers,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa","Chiratae Ventures, Sequoia Capital, Orios Venture Partners",14700000.0,Series B,2020
Fashor,2017.0,Chennai,Fashion And Apparel,Women’s fashion and apparel,"Vikram Kankaria, Priyanka Kankaria",Sprout venture partners,1000000.0,Seed,2020
Leverage Edu,2017.0,Delhi,Education And Learning,AI enabled marketplace that provides career guidance,Akshay Chaturvedi,"DSG Consumer Partners, Blume Ventures",1500000.0,Series F,2020
Purplle,2012.0,Mumbai,Consumer Goods And Services,Online makeup and beauty products retailer,"Manish Taneja, Rahul Dash",Verlinvest,8000000.0,Series E,2020
Shuttl,2015.0,Delhi,Transport,App based bus aggregator serice,"Amit Singh, Deepanshu Malviya",SIG Global India Fund LLP.,8043000.0,Series C,2020
Pando,2017.0,Chennai,Technology And Software,Networked logistics management software,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari",Chiratae Ventures,9000000.0,Series A,2020
Ruangguru,2014.0,Mumbai,Education And Learning,"A learning platform that provides topic-based journey, animated videos, quizzes, infographic and mock tests to students","Adamas Belva Syah Devara, Iman Usman.",General Atlantic,150000000.0,Series C,2019
Eduisfun,2014.0,Mumbai,Education And Learning,It aims to make learning fun via games.,Jatin Solanki,"Deepak Parekh, Amitabh Bachchan, Piyush Pandey",28000000.0,Series G,2019
HomeLane,2014.0,Chennai,Real Estate And Housing,Provides interior designing solutions,"Srikanth Iyer, Rama Harinath","Evolvence India Fund (EIF), Pidilite Group, FJ Labs",30000000.0,Series D,2019
Nu Genes,2004.0,Telangana,Agriculture And Technology,"It is a seed company engaged in production, processing and marketing of seeds",Narayana Reddy Punyala,Innovation in Food and Agriculture (IFA),6000000.0,Fresh Funding,2019
FlytBase,2004.0,Pune,Technology And Software,A drone automation platform,Nitin Gupta,Undisclosed,4000000.0,Private Equity,2019
Finly,2004.0,Bangalore,Technology And Software,"It builds software products that makes work simpler, pleasant, and productive","Vivek AG, Veekshith C Rai","Social Capital, AngelList India, Gemba Capital, Omphalos Ventures,  91springboard via Atal Innovation Mission, Niti Aayog.",4000000.0,Fresh Funding,2019
Kratikal,2013.0,Noida,Technology And Software,It is a product-based cybersecurity solutions provider,"Pavan Kushwaha, Paratosh Bansal, Dip Jung Thapa","Gilda VC, Art Venture, Rajeev Chitrabhanu.",1000000.0,Series A,2019
Lenskart,2010.0,Delhi,E-Commerce And Retail,It is a eyewear company,"Peyush Bansal, Amit Chaudhary, Sumeet Kapahi",SoftBank,275000000.0,Series G,2019
Cub McPaws,2010.0,Mumbai,E-Commerce And Retail,A B2C  brand that focusses on premium and comfortable merchandise for Generation Alpha – kids,"Abhay Bhat, Kinnar Shah",Venture Catalysts,4000000.0,Series A,2019
Appnomic,2010.0,Bangalore,Technology And Software,"It is a self-healing enterprise, the IT operations software detects, predicts and prevents problems before they happen",D Padmanabhan,Avataar Ventures,22000000.0,Series A,2019
Kaleidofin,2018.0,Chennai,Finance,Platform that provides complete financial solutions for excluded individuals and households,"Puneet Gupta, Sucharita Mukherjee",Oikocredit,5000000.0,Series A,2019
JobSquare,2019.0,Ahmedabad,Human Resources And Consultancy,Technology-based platform that is connecting suitable applicants to the right recruiters,Ishit Jethwa,Titan Capital,140500.0,Debt Financing,2019
LivFin,2017.0,Delhi,Finance,"Grants small business loans, supply chain finance and working capital loans to small and medium enterprises",Rakesh Malhotra,9Unicorns,5000000.0,Bridge,2019
Zest Money,2015.0,Bangalore,Finance,Uses AI to do risk profiling of e-commerce consumers who opt for EMI,Kunal Shah,Goldman Sachs.,15000000.0,Series B,2019
Azah Personal Care Pvt. Ltd.,2018.0,Gurugram,Healthcare And Health Technology,Aims to solve some problems in the feminine hygiene sector,"Mohammed, Shashwat Diesh","Kunal Bahl, Rohit Bansal.",4000000.0,Series D1,2019
DROR Labs Pvt. Ltd,2018.0,Delhi,Technology And Software,It uses technology to create a trust-based network of responsible citizens to ensure safety,"Dhiraj Naubhar, Dheeraj Bansal",Inflection Point Ventures,4000000.0,Series G,2019
Medlife,2014.0,Bangalore,Technology And Software,It solves inadequacies in the healthcare delivery system through technology,"Tushar Kumar, Prashant Singh",Wilson Global Opportunities Fund,15500000.0,Seed Funding,2019
Seekify,2019.0,Delhi,Technology And Software,Customer Experience (CX) Automation platform,"Arihant Jain, Ajeet Kushwaha",Sequoia Capita,1500000.0,Seed Round,2019
Toffee Insurance,2017.0,Haryana,Finance,Provides variety of insurance plans and policies,"Nishant Jain, Rohan Kumar",IVM Intersurer,5500000.0,Series A,2019
HungerBox,2015.0,Bangalore,Consumer Goods And Services,"Offers B2B tech platform to corporates, aimed at improving the operations of their cafeterias","Sandipan Mitra, Uttam Kumar","Paytm, Asian VC fund NPTK, Sabre Partners, Neoplux.",12000000.0,Series C,2019
Licious,2019.0,Bangalore,Consumer Goods And Services,Online meat shop,"Vivek Gupta, Abhay Hanjura",Vertex Growth Fund,30000000.0,Series E,2019
