Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Year
Pumpkart,2014.0,Chandigarh,Technology And Software,B2B model for appliances and electrical products,KS Bhatia,Dinesh Dua,4000000.0,Series A,2019
Asteria Aerospace,2011.0,Bangalore,Technology And Software,"Develops drones that are used by the military, paramilitary, police forces and in various industries.","Neel Mehta, Nihar Vartak",Reliance Industries,230000000.0,Series B+,2019
HappyEasyGo,2017.0,Gurugram,Transport,Online flight booking,"Vivek Prabhakar, Boris Zha","Korea Investment Partners (KIP), Samsung Venture Investment Corporation (SVIC), UOB Venture, 10 Fund, CVCapital, Zero2IPO Ventures, M&S Partners",49400000.0,Series B+,2019
Zetwerk,2018.0,Bangalore,Technology Solutions For Industry,Provides facilities to get products manufactured.,"Sai Srinivas Kiran G, Shubham Malhotra","Lightspeed and Greenoaks Capital, Sequoia India, Accel and Kae Capital",32000000.0,Series B,2019
Observe.AI,2018.0,Bangalore,Technology And Software,Creates a voice AI platform,Swapnil,Scale Venture Partners,26000000.0,Series A,2019
Freshokartz,2016.0,Jaipur,Technology And Software,Online fruits and vegetables delivery company,Rajendra Lora,ThinkLab,150000.0,Seed Funding,2019
Lil’ Goodness and sCool meal,2016.0,Bangalore,Consumer Goods And Services,It empowers moms to provide the best of foods to their Lil' ones,"Aman Gupta, Sameer Mehta",Better Capital,400000.0,Series F,2019
Trell,2016.0,Bangalore,Media And Entertainment,Blogging platform that enables people to create visual collections of their travel and local experiences,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba","Ruizheng Investment, Tej Kapoor, Krinshavataram Venkata Vinjamuri, Harsh Shah",2000000.0,Series G,2019
Bombay Shirt Company,2012.0,Mumbai,E-Commerce And Retail,Online custom shirt brand,Akshay Narvekar,Lightbox Ventures,8000000.0,Fresh Funding,2019
MyGameMate,2016.0,Bangalore,Media And Entertainment,eSports platform where players can access various multiplayer mobile games to participate in online tournaments,Parshavv Jain& Raju Kushwaha,"Jindagi Live Angels,",100000.0,Series H,2019
Afinoz,2016.0,Noida,Finance,Online financial marketplace for customized rate quotes on loans and investment products in India,Rachna Suneja,Fintech innovation lab,4000000.0,Seed Round,2019
Rein Games,2016.0,Noida,Technology And Software,"It develops, publishes and distributes games across various platforms","Vaibhav Gupta, Himanshu Devra, Pranav Chaudhary, Nishtha Gupta","Manipal Education and Medical Group (MEMG) family office, Titan Capital",50000000.0,Fresh Funding,2019
Ecozen,2016.0,Pune,Agriculture And Technology,It develops technology-enabled products to strengthen the farm-to-fork value chain of perishables.,"Devendra Gupta, Prateek Singhal, Vivek Pandey",Innovation in Food & Agriculture Fund (IFA Fund),6000000.0,Series A,2019
Box8,2011.0,Mumbai,Consumer Goods And Services,Enables to order food online,"Amit Raj, Anshul Gupta",Trifecta Capital,120000000.0,Seed,2019
Awign Enterprises,2016.0,Bangalore,Not Filled,It supplies workforce to the economy,Saurabh Saxena,"Work10M, Michael and Susan Dell Foundation, Eagle10, Unitus Ventures.",4000000.0,Series A,2019
Purplle,2012.0,Mumbai,Consumer Goods And Services,Online makeup and beauty products retailer,"Manish Taneja, Rahul Dash",Goldman Sachs,30000000.0,Series C,2019
Freightwalla,2017.0,Mumbai,E-Commerce And Retail,Provides digital platform for businesses to plan and manage their international freight shipments online,"Sanjay Bhatia, Bharat Tanvi, Punit Java","Amplo, FJ Labs, Rogue One Capital",4000000.0,Series A,2019
TapChief,2016.0,Bangalore,Not Filled,It connects individuals in need of advice in a specific domain to individuals who have expertise in the same,"Shashank Murali, Binay Krishna, Arjun Krishna",Blume Ventures.,1500000.0,Series A+,2019
eJOHRI,2015.0,Mumbai,E-Commerce And Retail,Omnichannel marketplace for gems and jewellery,"Jignesh Mehta, Shailen Mehta",Rajesh Ranavat,1000000.0,Series I,2019
Binca Games,2014.0,Mumbai,Consumer Goods And Services,It offers games that are available across India and UK.,"Rubianca Wadhwa, Sahil Wadhwa",Sunil Gavaskar,4000000.0,Series E,2019
KredX,2014.0,Bangalore,Not Filled,Invoice discounting platform,Manish Kumar,Tiger Global Management,26000000.0,Series B,2019
m.Paani,2014.0,Mumbai,Not Filled,It digitizes and organises local retailers,Akanksha Hazari,"AC Ventures, Henkel",5500000.0,Series A,2019
Origo,2010.0,Gurugram,Agriculture And Technology,It provides post-harvest management services for agricultural commodities,"Mayank Dhanuka, Sunoor Kaul","Oikocredit, Caspian SME Impact Fund IV,  Triodos Investment Management",6800000.0,Series I,2019
WishADish,2010.0,Delhi,Consumer Goods And Services,Provides management solution for restaurants,"Sawan Kumar, Bhavya Bhambhani",Undisclosed,6000000.0,Series D,2019
Ecom Express,2012.0,Gurugram,Transport,It is a technology enabled logistics solutions provider to the Indian e-commerce industry,"Byju Raveendran, Divya Gokulnath",CDC Group,36000000.0,Series A+,2019
Stanza Living,2017.0,Delhi,Real Estate And Housing,Provides comfortable and secure accomodation for students,"Sandeep Dalmia, Anindya Dutta",Alteria Capital,5700000.0,Debt Financing,2019
PiBeam,2017.0,Chennai,Transport,It is engaged in building sustainable and affordable micro-mobility electric vehicles,Visakh Sasikumar,GAIL (India) Ltd,50000000.0,Series A,2019
Euler Motors,2017.0,Delhi,Transport,It is offering mobility as a service,Saurav Kumar,"Blume Ventures, Emergent Ventures",2000000.0,Series E,2019
Moms Co,2017.0,New Delhi,E-Commerce And Retail,It is into mother and baby care-focused consumer goods,Malika Sadani,"Saama Capital, DSG Consumer Partners",5000000.0,Series B,2019
Lawyered,2015.0,Delhi,Human Resources And Consultancy,It helps to connect to legal advise online,"Ashish Bhatia, Himanshu Gupta","Pramendra Tomar, Ratish Pandey, Munish Bhatia, Sumit Aggarwal",100000.0,Pre-Seed,2019
Cuemath,2013.0,Bangalore,Education And Learning,It helps students to learn math online,Utham Gowda,"Manta Ray Ventures Limited, Google’s Capital G, Sequoia India.",5500000.0,Series G,2019
Licious,2015.0,Bangalore,Consumer Goods And Services,Online meat shop,"Vivek Gupta, Abhay Hanjura",Vertex Ventures,25000000.0,Series D,2019
Nivesh.com,2016.0,Noida,Finance,The platform simplifies the process of investment,"Anurag Garg, Sridhar Srinivasan",Windrose Capital,600000.0,Bridge,2019
Smart Institute,2015.0,Surat,Education And Learning,A platform to learn online,Kunal Shah,HNI investors,1500000.0,Seed Round,2019
CarDekho,2008.0,Jaipur,Transport,Enables people to buy and sell new/old cars.,Amit Jain,"Ping An Global Voyager Fund, Hillhouse Capital, Sequoia Capital",70000000.0,Series D,2019
Shadowfax,2015.0,Bangalore,Transport,A platform for delivery services,"Abhishek Bansal, Vaibhav Khandelwal","Flipkart, Eight Roads Ventures, NGP Capital, Qualcomm Ventures, Mirae Asset Naver Fund, World Bank-backed IFC",60000000.0,Series D,2019
Credr,2014.0,Mumbai,Transport,A marketplace to buy and sell used bikes and scooters,Mittal,"Omidyar Network, Eight Roads Ventures, GrowthStory, AngelList",6000000.0,Seed,2019
Sportido,2015.0,Noida,Media And Entertainment,It is a sports discovery app that helps to find people and places to play 700+ sports,"Neeraj Aggarwala, Akhil Ramachandran","Inflection Point Ventures, SucSEED Venture Partners.",4000000.0,Series B,2019
Sarva,2018.0,Chennai,Healthcare And Health Technology,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,Sarvesh Shashi,"Venture fund, Fireside Ventures.",2800000.0,Early Seed,2019
IndyFint,2019.0,Bangalore,Finance,"It helps lenders to directly provide short-term loans to merchants, employees, and students",Paddy Padmanabhan,Mumbai Angels Network,2100000.0,Series A,2019
Ola,2010.0,Bangalore,Transport,It enables one to book cab online,"Bhavish Aggarwal, Ankit Bhati","Kia Motors, Hyundai",311000000.0,Series A,2019
Zoomcar,2013.0,Bangalore,Transport,A car rental service platform,"Greg Moran, David Back",Zoomcar Inc,4800000.0,Series A+,2019
Kratikal,2013.0,Uttar Pradesh,Technology And Software,Provides cyber security solutions,Pavan Kushwaha,"Gilda VC, Art Venture, Rajeev Chitrabhanu",1000000.0,Series I,2019
Froogal,2013.0,Hyderabad,Marketing And Advertising,A cloud based Customer Loyalty & Engagement Platform,"Jeevan Chowdary M, Harshit Harchani",US-based angel investors,1000000.0,Debt Financing,2019
Infra.Market,2013.0,Mumbai,Technology And Software,"It connects client requirements to their supply chain infrastructure for ease of ordering, tracking and manufacturing","Aaditya Sharda, Souvik Sengupta","Tiger Global, Nexus Venture Partners, Accel Partners, Dhruv Agarwala",20000000.0,Series A,2019
Oyo,2013.0,Gurugram,Consumer Goods And Services,Provides rooms for comfortable stay,Ritesh Agarwal,Sequoia Capital,693000000.0,Series I,2019
GoMechanic,2016.0,Delhi,Transport,Find automobile repair and maintenance service providers,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa",Sequoia Capital,5000000.0,Series B,2019
Spinny,2015.0,Delhi,Transport,Online car retailer,"Niraj Singh, Ramanshu Mahaur, Ganesh Pawar, Mohit Gupta","Norwest Venture Partners, General Catalyst, Fundamentum, Accel Partners",50000000.0,Bridge,2019
Ess Kay Fincorp,2015.0,Rajasthan,Finance,Organised Non-Banking Finance Company,Rajendra Setia,"TPG, Norwest Venture Partners, Evolvence India",33000000.0,Series G,2019
TheCollegeFever,2015.0,Bangalore,Energy And Environment,"TheCollegeFever is a hub for fun, fiesta and frolic of Colleges.",Sahil Barua,Anicut Angel Fund,250000.0,Seed,2018
Happy Cow Dairy,2015.0,Mumbai,Agriculture And Technology,A startup which aggregates milk from dairy farmers in rural Maharashtra.,Nirmit Parikh,Kalaari Capital,40000000.0,Seed,2018
MyLoanCare,2015.0,Gurgaon,Finance,Leading Online Loans Marketplace in India,Saurav Kumar,"Venture Catalysts, 9Unicorns Accelerator Fund",65000000.0,Series A,2018
PayMe India,2015.0,Noida,Finance,PayMe India is an innovative FinTech organization which offers short term financial suport to corporate employees.,Utham Gowda,We Founder Circle,2000000.0,Pre-Seed,2018
Eunimart,2015.0,Hyderabad,E-Commerce And Retail,Eunimart is a one stop solution for merchants to create a difference by selling globally.,Kshama Fernandes,Kalaari Capital,4000000.0,Seed,2018
Hasura,2015.0,Bangalore,Technology And Software,"Hasura is a platform that allows developers to build, deploy, and host cloud-native applications quickly.","Ashish Singhal, Govind Soni, Vimal Sagar Tiwari",Unicorn India Ventures,1600000.0,Seed,2018
Tripshelf,2015.0,Kalkaji,Technology And Software,Tripshelf is an online market place for holiday packages.,"Ashneer Grover, Shashvat Nakrani",Mumbai Angels Network,16000000.0,Seed,2018
Hyperdata.IO,2015.0,Hyderabad,Technology And Software,Hyperdata combines advanced machine learning with human intelligence.,Nirmit Parikh,Anicut Angel Fund,50000000.0,Series E,2018
Freightwalla,2015.0,Mumbai,Human Resources And Consultancy,Freightwalla is an international forwarder thats helps you manage supply chain by providing online tools including instant quotations.,Kajal Ilmi,Better Capital,4000000.0,Seed,2018
Microchip Payments,2015.0,Bangalore,Finance,Microchip payments is a mobile-based payment application and point-of-sale device,Bhavish Aggarwal,9Unicorns,4000000.0,Seed,2018
BizCrum Infotech Pvt. Ltd.,2015.0,Delhi,E-Commerce And Retail,Building Transactionary B2B Marketplaces,Nitish Mittersain,Titan Capital,4000000.0,Seed,2018
Emojifi,2015.0,Bangalore,Technology And Software,"Emojifi is an app that provides live emoji, stickers & GIFs suggestions based on the typed words across chat platforms.",Prabhkiran Singh,Elevation Capital,4000000.0,Seed,2018
Freshboxx,2015.0,Hubli,Consumer Goods And Services,"Freshboxx is incubated at Sandbox Startups, a unit of the Deshpande Foundation.",Saurav Kumar,Elevation Capital,4000000.0,Seed,2018
Wide Mobility Mechatronics,2015.0,Bangalore,Technology Solutions For Industry,Wide Mobility Mechatronics is a Private Company limited by Shares,Kshama Fernandes,Elevation Capital,4000000.0,Seed,2018
Pitstop,2015.0,Bangalore,Transport,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,Nirmit Parikh,Titan Capital,100000000.0,Seed,2018
Mihuru,2015.0,Mumbai,Finance,Mihuru is an online platform which gives micro loans for air travel .,Kunal Shah,Better Capital,150000.0,Seed,2018
Fyle,2015.0,Bangalore,Finance,Fyle is an intelligent expense management platform for enterprises.,"Aman Gupta, Sameer Mehta",Anicut Angel Fund,1100000.0,Seed,2018
AppWharf,2015.0,New Delhi,E-Commerce And Retail,Appwharf is an intelligent assistant that helps find you the best-fit SaaS for your business.,"Byju Raveendran, Divya Gokulnath",We Founder Circle,4000000.0,Seed,2018
Antariksh Waste Ventures Pvt ltd,2015.0,Chennai,Technology And Software,Waste Management for Smart Cities,Saurabh Saxena,Sixth Sense Ventures,500000.0,Seed,2018
Cogoport,2015.0,Mumbai,Transport,Cogoport is a platform that provides freight buying industry with spot rates and bidding process for freight buyers.,Saurabh Saxena,Titan Capital,6000000.0,Series A,2018
PaisaDukan,2015.0,Mumbai,Finance,A P2P lending marketplace platform,Bhavish Aggarwal,Anicut Angel Fund,650000.0,Seed,2018
Sleepy Owl Coffee,2015.0,New Delhi,Consumer Goods And Services,"Makers of a signature coffee that's exceptional in taste. It's super easy to brew, requires no equipment & ships to your door.",Kajal Ilmi,Venture Catalysts,35000000.0,Seed,2018
BlueJack,2015.0,Delhi,Transport,Delhi-based online used vehicles marketplace.,"Vineet Khanna, Varun Sadana, Aman Tekriwal",Anicut Angel Fund,64000000.0,Seed,2018
PregBuddy,2015.0,Bangalore,Healthcare And Health Technology,PregBuddy is a smart connected care platform for expecting mothers.,Ritesh Agarwal,Tiger Global,4000000.0,Seed,2018
AgNext Technologies,2015.0,Mohali,Agriculture And Technology,AgNext is an agricultural sensing and solutions company focused on building data-driven solutions for agricultural stakeholders,Ankur Gupta,Elevation Capital,4000000.0,Series A,2018
Pando,2015.0,Chennai,Transport,A startup which digitizes logistics operations for Fortune 500 companies.,Bhavish Aggarwal,Y Combinator,2000000.0,Seed,2018
Mintifi,2015.0,Mumbai,Finance,Online lending startup based in Mumbai.,Kunal Shah,9Unicorns,2000000.0,Seed,2018
Carcrew,2015.0,Mumbai,Transport,India's Online Auto Repair Marketplace,Prabhkiran Singh,Venture Catalysts,2000000.0,Seed,2018
NicheAI,2015.0,Hyderabad,Technology And Software,Early stage Artificial Intelligence (AI) start up.,Saurav Kumar,Sequoia Capital,4000000.0,Series B+,2018
Chariot Tech,2015.0,New Delhi,Technology Solutions For Industry,Chariot Tech is an Internet of Things (IoT) startup based in New Delhi.,Ankur Gupta,Sixth Sense Ventures,20000000.0,Seed,2018
Ideal Insurance Brokers/ 121Policy.com,2015.0,Kolkata,Finance,Ideal Insurance Broking is one of the leaders in insurance broking domain.,Utham Gowda,Kalaari Capital,1000000.0,Seed,2018
Loanzen,2015.0,Bangalore,Finance,Loanzen helps small businesses get unsecured working capital loans against their their pending invoices.,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari",Alteria Capital,4000000.0,Seed,2018
Mojro Technologies,2015.0,Bangalore,Human Resources And Consultancy,Mojro envisions to be the world's largest technology-enabled logistics platform.,"Byju Raveendran, Divya Gokulnath",Alteria Capital,650000.0,Seed,2018
Elemential,2015.0,Mumbai,Finance,"Blockchain Development Platform To Design, Run & Scale Blockchain Networks.",Bhavish Aggarwal,Sequoia Capital,1000000.0,Seed,2018
Loadshare,2015.0,Bangalore,Technology Solutions For Industry,LoadShare is India’s fastest growing logistics company,"Aman Gupta, Sameer Mehta",Sixth Sense Ventures,5000000.0,Series A,2018
Yumlane,2015.0,Mumbai,Consumer Goods And Services,Food startup Yumlane operated by QwikPik Technology,Sahil Barua,"Venture Catalysts, 9Unicorns Accelerator Fund",4000000.0,Series A,2018
Kriger Campus,2015.0,New Delhi,Education And Learning,A Education Start Up.,Ritesh Agarwal,SucSEED Indovation Fund,30000000.0,Seed,2018
